jobName,companyName,companyProp,salary,workExperience,recruitmentNumber,education,五险一金,带薪休假,员工旅游,周末双休,弹性工作,餐补,交通补助,年底双薪,股票期权
android,当代北方(北京)投资有限公司 ,民营,18500.0,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,0
安卓开发工程师,北京快乐格子信息技术有限公司 ,民营,17500.5,5-10年,2人 ,本科,1,0,0,0,0,1,0,1,0
android,北京惠友旺科技有限公司,股份制企业,9000.5,1-3年,2人 ,本科,1,0,0,0,1,1,0,1,0
新浪微博视频android开发工程师,新浪网 ,外商独资,25000.5,不限,1人 ,本科,1,0,0,0,0,0,0,1,0
高级安卓开发工程师,矿世云(北京)科技有限公司 ,民营,17500.5,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
高级安卓开发工程师,北京红枣科技有限公司 ,民营,17500.5,5-10年,1人 ,大专,1,0,1,1,0,1,1,1,0
android开发工程师（高薪有前途）,北京教书匠教育咨询有限公司 ,民营,15000.0,3-5年,5人 ,本科,1,0,1,0,0,0,0,0,0
高级Android开发工程师,北京聚聚科技有限公司 ,民营,14000.0,3-5年,1人 ,本科,1,0,0,0,0,1,1,0,1
andriod开发工程师,啦啦宝贝(北京)文化传媒有限公司 ,民营,12500.5,1-3年,1人 ,大专,0,0,0,1,1,0,0,0,0
Android开发工程师,北京许先网科技发展有限公司 ,民营,12500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
安卓ios开发工程师,北京铅笔刀科技有限公司 ,民营,11500.0,1-3年,1人 ,大专,1,0,0,1,0,0,0,0,0
软件开发工程师（Android）,中国环球租赁有限公司,国企,22500.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
安卓开发工程师,完美购(北京)电子商务有限公司 ,民营,9000.5,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
安卓开发工程师,北京真信网络科技有限公司 ,民营,14500.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,1
Android开发工程师,搜知云(北京)教育科技有限公司 ,股份制企业,12500.5,3-5年,1人 ,大专,1,0,0,0,1,1,0,1,0
android开发工程师,北京云动九天科技有限公司 ,民营,25000.5,3-5年,1人 ,本科,0,0,1,0,1,0,0,0,0
高级安卓工程师,北京蜂睿信息科技有限公司 ,民营,20500.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,1
Android研发工程师,上海英仙网络科技有限公司 ,民营,15000.0,1-3年,2人 ,大专,1,0,0,1,0,0,0,0,0
android开发工程师（北京）,深圳市前海谷雨网络科技有限公司 ,股份制企业,13000.0,1-3年,3人 ,大专,1,0,1,0,1,0,0,0,0
安卓开发工程师,北京佳音玉成教育科技有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,0,1,0,1,0,1,0
安卓开发（丰台）,北京汉克时代科技有限公司 ,民营,12500.5,1-3年,1人 ,本科,1,0,0,0,0,0,0,0,0
资深android开发,同方鼎欣科技股份有限公司 ,股份制企业,17500.5,不限,3人 ,不限,1,0,0,1,0,0,0,0,0
安卓开发工程师,北京复华旅游文化发展有限公司 ,股份制企业,12500.5,1-3年,1人 ,大专,1,0,0,0,0,1,1,0,0
android开发工程师,北京尔创科技有限公司 ,其它,5000.5,1年以下,1人 ,大专,0,0,0,0,0,0,0,0,0
Android开发(惠普项目）,同方鼎欣科技股份有限公司 ,股份制企业,12500.5,1-3年,3人 ,本科,1,0,0,0,0,0,0,1,0
Android开发工程师,天音通信控股股份有限公司北京分公司 ,国企,12000.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
Camera Developer,瞬联讯通科技(北京)有限公司,外商独资,15000.0,1-3年,1人 ,硕士,1,0,0,0,1,0,0,0,0
JavaWeb+Andriod开发工程师,中科软科技股份有限公司,股份制企业,10000.0,1-3年,3人 ,大专,1,0,0,0,0,1,0,1,0
高级android工程师,有利网,其它,27000.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,0
Java服务器开发工程师（手游）(3521),完美世界(北京)软件有限公司 ,外商独资,25000.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
Unity3D开发工程师（U3D开发）,完美世界(北京)软件有限公司 ,外商独资,25000.5,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
安卓工程师,和利时集团 ,上市公司,17500.5,1-3年,1人 ,本科,1,0,0,0,0,1,1,0,0
游戏测试/主测试(3525),完美世界(北京)软件有限公司 ,外商独资,17500.5,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
Unity客户端主程序(U3D),完美世界(北京)软件有限公司 ,外商独资,25000.5,5-10年,1人 ,本科,0,0,0,0,0,0,0,0,0
Android开发工程师,北京静帆科技有限公司 ,民营,22500.0,3-5年,1人 ,本科,1,0,1,0,0,0,0,1,0
高级android开发工程师,中科物栖(北京)科技有限责任公司 ,民营,40000.5,3-5年,1人 ,本科,1,0,0,0,0,1,1,1,1
安卓开发工程师,中体彩科技发展有限公司 ,国企,18500.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,1,0
安卓（海淀中关村）,北京南天信息工程有限公司 ,上市公司,12000.0,1-3年,1人 ,大专,1,0,1,0,0,1,0,0,0
Android开发工程师,吉普利(北京)国际文化发展有限公司 ,民营,12500.0,1-3年,2人 ,大专,1,0,0,0,0,0,1,1,0
安卓开发工程师,杭州探索文化传媒有限公司 ,民营,14000.0,3-5年,1人 ,大专,1,0,0,0,0,1,1,1,0
Android开发工程师,北京热麦通达科技有限公司 ,民营,12500.5,1-3年,1人 ,本科,1,0,0,1,0,1,0,0,0
android开发,北京世相科技文化有限公司 ,民营,15000.0,不限,1人 ,本科,1,0,0,1,1,0,0,0,0
android开发工程师,中外建(北京)金融服务外包有限公司 ,股份制企业,12500.5,不限,1人 ,不限,1,0,0,1,1,0,0,0,0
android开发工程师,北京乐动卓越科技有限公司 ,民营,16000.0,1-3年,1人 ,本科,1,0,1,0,0,0,0,1,0
安卓android开发工程师,北京五十家网络科技有限公司 ,合资,14500.0,3-5年,1人 ,本科,1,0,1,0,0,1,0,0,0
安卓开发,无锡井通网络科技有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
android开发工程师,北京航汀企业管理咨询有限公司 ,民营,17500.5,3-5年,2人 ,本科,1,0,0,1,0,0,0,1,0
高级安卓Android开发工程师（短视频经验）,北京瑞智华胜科技有限公司 ,民营,25000.5,3-5年,1人 ,本科,1,0,1,0,1,1,0,1,0
Android,北京汇游智诚科技有限公司 ,民营,12500.5,3-5年,3人 ,大专,1,0,0,1,1,0,0,0,0
Android工程师（APP开发）,北京声智科技有限公司 ,股份制企业,15000.0,不限,1人 ,本科,1,0,1,0,0,0,1,0,1
Android工程师,北京乐康世纪医疗科技有限公司 ,民营,8500.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
Android开发工程师,北京东方迈德科技有限公司 ,民营,9000.5,1-3年,1人 ,本科,1,0,0,0,1,0,1,1,0
Android开发工程师,北京指尖上行网络有限公司 ,民营,12500.0,1-3年,2人 ,本科,1,0,0,1,1,1,0,0,0
Android开发工程师,北京中广瑞波科技股份有限公司 ,上市公司,10500.0,3-5年,1人 ,本科,1,0,0,0,0,0,0,0,0
android开发工程师,华科物联有限公司 ,民营,11000.0,1-3年,1人 ,本科,0,0,1,0,0,0,0,0,0
android开发工程师,北京康加科技有限公司 ,民营,17500.5,5-10年,2人 ,本科,1,0,0,0,0,1,1,0,0
Android 应用开发,北京振中电子技术有限公司,股份制企业,13500.0,3-5年,1人 ,本科,1,0,0,0,0,1,0,1,0
android开发工程师,漫动互通网络科技(北京)有限公司 ,民营,12500.5,1-3年,3人 ,本科,0,0,0,1,0,1,0,0,0
高级安卓开发工程师,中金信科(北京)科技股份有限公司 ,股份制企业,20000.0,5-10年,1人 ,本科,1,0,0,1,0,0,1,0,0
Android 高级工程师,北京课程帮科技有限公司 ,民营,20000.0,3-5年,3人 ,本科,1,0,0,0,0,0,0,1,1
安卓开发工程师,北京实创装饰工程有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,1,1,1,0,0,0,0
android开发工程师,北京易知路科技有限公司 ,民营,8000.0,1-3年,1人 ,大专,1,0,0,0,0,0,1,1,0
android软件工程师,北京凯博瑞达电气有限公司 ,民营,8000.0,不限,5人 ,大专,1,0,0,0,0,1,1,0,0
android开发工程师,大恩德成科技(北京)有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,1
Andriod IOS app工程师,赤峰供销一创网络科技有限公司 ,国企,12500.5,1-3年,1人 ,本科,1,0,0,0,0,0,0,0,1
Android开发,福德树(北京)区块链技术有限公司 ,保密,12500.5,1-3年,1人 ,大专,1,0,1,0,1,0,0,0,1
Android开发工程师,北京君媒信息科技有限公司 ,民营,10500.0,3-5年,1人 ,本科,0,0,0,0,0,0,0,0,0
android开发工程师,北京天籁传音数字技术有限公司 ,民营,17500.5,5-10年,1人 ,大专,1,0,0,0,0,0,0,1,0
Android工程师,北京博易力达科技有限公司 ,民营,9000.5,1-3年,1人 ,本科,1,0,0,0,0,1,0,0,0
Android开发工程师（实习）,北京格子文化传媒有限公司,民营,5000.5,无经验,5人 ,不限,0,0,0,0,1,0,0,0,0
移动端开发工程师（iOS、安卓 Android）,北京中软启信技术有限公司 ,民营,11500.0,3-5年,1人 ,本科,0,0,0,1,0,0,0,0,0
安卓工程师,郑州软通合力计算机技术有限公司 ,民营,7000.0,不限,1人 ,本科,1,0,0,1,0,0,0,0,0
Android高级开发工程师,北京信通太合广告有限公司 ,民营,15000.0,1-3年,2人 ,不限,1,0,0,1,1,0,0,0,0
android开发工程师,北京戎超科技有限公司 ,民营,20500.0,3-5年,1人 ,本科,1,0,0,1,1,1,1,0,0
android开发工程师,上海摩象网络科技有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,0,1,0,0,1,0
安卓开发工程师,东方美业(北京)教育科技股份有限公司 ,民营,15000.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,0,1
android开发工程师,北京银链速汇科技有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,0,0,0,1,0,0
安卓开发工程师,树森国际文化传媒(北京)有限责任公司 ,民营,9000.5,3-5年,2人 ,大专,0,0,0,0,0,0,0,0,0
android高级开发工程师,中金中富(北京)文化传媒有限公司 ,民营,25000.5,5-10年,2人 ,大专,1,0,0,1,0,1,0,0,1
android开发,朗德信息科技(深圳)有限公司北京分公司 ,上市公司,13000.0,3-5年,10人 ,本科,0,0,0,0,0,0,0,0,0
Android研发工程师,北京爱声声科技有限公司,民营,25000.5,不限,1人 ,不限,1,0,1,0,0,0,0,1,1
android工程师,北京车兔宝科技有限公司 ,民营,15000.0,1-3年,1人 ,本科,1,0,0,1,0,0,0,0,0
Android技术研发,万摩数字科技(北京)有限公司 ,民营,20000.0,3-5年,2人 ,本科,1,0,0,0,0,0,0,0,0
安卓开发工程师,北京凯思轩飞系统工程有限公司 ,股份制企业,9000.5,1-3年,1人 ,大专,1,0,0,0,0,1,0,0,0
Android开发工程师,北京今日易购电子商务有限公司 ,民营,15000.0,3-5年,1人 ,不限,1,0,0,0,0,0,1,0,0
android开发工程师,Valuechain Technology Limited ,民营,17500.5,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
android安卓研发工程师,北京龙瑞森石化有限公司 ,民营,6500.0,1-3年,1人 ,大专,1,0,0,0,0,0,1,1,0
android开发工程师,安润金融信息服务(北京)有限公司 ,股份制企业,12500.5,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
android开发工程师,北京爱云动科技有限公司 ,民营,15000.0,1-3年,1人 ,本科,0,0,1,0,1,0,0,0,1
安卓开发（实习生）,北京君媒信息科技有限公司 ,民营,4500.0,不限,1人 ,大专,0,0,0,0,0,0,0,0,0
android开发工程师,校脸科技(北京)有限公司 ,民营,12000.0,3-5年,1人 ,大专,1,0,1,1,0,0,0,0,0
android开发工程师,北京比尔比特科技有限公司 ,民营,15000.0,3-5年,2人 ,本科,1,0,0,0,0,1,0,0,0
Android开发工程师（高级-商业化部门),大连亿卓互联科技有限公司 ,民营,25000.5,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
Android工程师,北京市软通合力信息技术有限公司 ,民营,12500.5,不限,1人 ,本科,1,0,0,0,0,0,0,0,0
Android（安卓）中高级开发工程师,北京瑞卓喜创科技发展有限公司 ,上市公司,17500.5,3-5年,1人 ,不限,1,0,0,1,1,1,0,1,0
Android开发工程师,北京天诚安信科技股份有限公司 ,股份制企业,10500.0,1-3年,1人 ,大专,1,0,1,0,1,0,0,0,0
android framework 开发,北京泓泰天诚科技有限公司 ,民营,15000.0,3-5年,8人 ,本科,0,0,0,0,1,1,1,0,0
android客户端开发架构师,北京数字家圆科技有限公司 ,民营,25000.5,5-10年,1人 ,本科,1,0,0,0,0,0,0,0,0
android开发工程师,深海互娱(北京)网络科技有限公司 ,股份制企业,15000.0,3-5年,1人 ,不限,1,0,0,0,0,0,0,0,0
安卓逆向工程师,北京麦克斯泰科技有限公司 ,民营,20000.0,不限,1人 ,本科,1,0,1,1,0,1,0,0,0
安卓开发工程师,贝塔智能科技(北京)有限公司 ,股份制企业,12500.5,3-5年,3人 ,本科,0,0,1,0,0,0,0,0,1
安卓开发工程师,融硅思创(北京)科技有限公司 ,合资,11500.0,1-3年,1人 ,大专,1,0,0,0,0,1,1,0,0
安卓开发工程师,北京胜顶智控科技有限公司 ,民营,12500.5,1-3年,5人 ,本科,0,0,0,0,0,0,0,0,0
Android应用开发工程师,北京振中电子技术有限公司,股份制企业,10000.0,1-3年,1人 ,本科,1,0,0,0,0,1,0,1,0
Android软件开发工程师,北京中慧人和科技有限公司 ,民营,12500.5,1-3年,1人 ,大专,1,0,0,1,0,0,1,0,0
android开发工程师,北京祥云创想科技有限公司 ,股份制企业,9000.0,3-5年,2人 ,大专,1,0,0,0,0,1,1,0,0
Android研发/安卓开发工程师/安卓程序员,北京历趣科技有限公司 ,民营,20000.0,3-5年,1人 ,不限,1,0,1,0,0,1,0,0,0
android开发工程师,北京快来创客网络科技有限公司 ,民营,15000.0,1-3年,3人 ,大专,1,0,1,0,0,0,0,1,0
Android开发工程师,轻客智能科技(江苏)有限公司 ,外商独资,17500.5,3-5年,1人 ,本科,1,0,0,1,1,0,0,1,0
android开发工程师,北京茵沃汽车科技有限公司 ,民营,9000.0,1-3年,1人 ,本科,1,0,0,0,1,0,0,1,0
android开发工程师,北京中安科创科技发展有限公司 ,国企,11500.0,不限,2人 ,本科,1,0,0,1,0,0,0,0,0
急招-Android工程师（五险一金）,北京小逗网络科技有限公司 ,民营,20000.0,1-3年,3人 ,本科,1,0,0,1,1,0,0,0,0
安卓开发工程师,好医生-健康在线教育培训有限公司 ,民营,18500.0,3-5年,1人 ,本科,1,0,0,1,0,1,0,0,0
Android开发工程师,瞻世趣科技发展(北京)有限公司 ,股份制企业,11500.0,3-5年,3人 ,大专,0,0,0,0,0,0,0,0,0
高级安卓研发工程师,优点互动(北京)科技有限公司 ,外商独资,17500.5,3-5年,1人 ,大专,1,0,0,1,0,0,0,0,0
android开发工程师,互动新能量(北京)电动科技发展有限公司 ,股份制企业,10000.0,1-3年,1人 ,大专,1,0,0,1,0,1,1,0,0
android开发工程师,北京因酷时代科技有限公司 ,其它,6000.0,不限,1人 ,大专,1,0,1,1,0,0,0,1,0
安卓开发工程师,深圳市大观广告有限公司北京分公司 ,民营,12500.5,3-5年,3人 ,大专,0,0,0,1,0,0,0,0,0
Android开发工程师-中高级,融易推网络技术(北京)有限公司 ,其它,13000.0,3-5年,1人 ,本科,1,0,1,0,1,1,1,0,0
高级/资深Android开发工程师,北京天笑科技有限公司 ,民营,24000.0,3-5年,1人 ,本科,1,0,0,1,1,0,0,1,0
android开发工程师,北京惠捷朗科技有限公司 ,股份制企业,11500.0,1-3年,3人 ,本科,1,0,0,1,0,0,0,0,0
android开发工程师,随身云(北京)信息技术有限公司 ,外商独资,15000.0,3-5年,3人 ,本科,1,0,0,0,0,1,1,0,0
Android开发工程师,私享桥(上海)企业发展有限公司 ,民营,16000.0,3-5年,1人 ,本科,1,0,0,1,0,0,0,1,0
android开发工程师,北京飞天禄马投资管理有限公司 ,股份制企业,10500.0,3-5年,1人 ,不限,1,0,0,0,0,0,0,0,1
移动端研发工程师,古点投资有限公司 ,股份制企业,16500.0,1-3年,2人 ,本科,1,0,0,1,0,0,0,1,0
Android研发工程师,北京小禾时代教育科技有限公司 ,民营,12500.5,3-5年,1人 ,本科,1,0,1,0,1,0,0,0,0
android开发工程师,明日世界竞技体育发展有限公司北京分公司 ,民营,17500.5,5-10年,1人 ,大专,1,0,1,1,0,0,0,0,0
android开发工程师,北京意园创新办公服务股份有限公司 ,民营,17500.5,3-5年,1人 ,本科,1,0,1,0,0,1,0,1,0
安卓开发工程师,北京云标科技有限公司 ,民营,9500.0,1-3年,1人 ,大专,1,0,1,1,0,0,0,0,0
android软件工程师,北京齐家怡居科技有限责任公司 ,民营,8000.0,3-5年,1人 ,本科,1,0,0,0,1,1,0,0,1
高级Android开发工程师,广州诺浩医药科技有限公司 ,民营,15000.0,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
安卓开发工程师,北京棵朵科技发展有限公司 ,民营,12500.5,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
android开发,北京山河无疆网络科技有限公司 ,民营,15000.0,3-5年,2人 ,本科,0,0,0,0,1,1,1,0,0
Android工程师,北京优在创信息技术有限责任公司 ,民营,17500.5,3-5年,3人 ,大专,1,0,0,0,1,0,0,0,0
Android软件开发工程师,北京新界教育科技有限公司 ,民营,12500.5,1-3年,3人 ,本科,1,0,0,0,1,1,0,0,0
android开发工程师,哈尔滨海外电气系统工程总包有限公司 ,股份制企业,12500.5,3-5年,2人 ,本科,0,0,0,1,0,1,0,0,0
android开发工程师（威海）,青岛碎片时代信息技术有限公司 ,股份制企业,11500.0,1-3年,1人 ,本科,0,0,0,0,0,0,0,0,0
Android开发工程师,北京棣南新宇科技有限公司 ,外商独资,12500.5,3-5年,2人 ,本科,1,0,0,0,0,0,0,1,0
Android研发工程师,北京怀教网络科技股份有限公司 ,民营,12500.5,不限,1人 ,不限,0,0,0,0,0,0,0,0,0
安卓工程师,优友视界(北京)科技有限公司 ,民营,25000.5,3-5年,1人 ,本科,1,0,1,0,1,0,0,1,1
android开发工程师,北京纷极科技有限公司 ,民营,15000.0,1-3年,2人 ,本科,1,0,0,1,1,1,0,1,0
人民日报少年客户端android开发工程师,《新安全》杂志社 ,国企,12500.5,3-5年,1人 ,本科,1,0,0,0,0,1,0,0,0
安卓开发工程师(实习生/应届生),北京山楂网络科技有限公司 ,民营,3000.5,不限,3人 ,本科,1,0,0,0,1,1,0,1,0
android开发工程师,柯锐特互动(北京)科技有限公司 ,民营,12500.5,3-5年,80人 ,本科,1,0,0,1,1,0,0,0,0
Android工程师,北京华夏风云科技有限公司 ,民营,9000.5,3-5年,1人 ,大专,0,0,1,1,0,0,0,0,0
安卓开发工程师,北京叶帆易通科技有限公司 ,民营,6000.0,不限,1人 ,不限,1,0,0,1,0,0,0,0,0
安卓软件工程师,北京新中新诚通信息技术股份有限公司 ,股份制企业,12000.0,不限,3人 ,大专,1,0,1,0,0,1,0,0,0
Android开发工程师,西安睿群信息技术有限公司,民营,12500.5,3-5年,3人 ,不限,0,0,0,0,0,0,0,0,0
安卓开发工程师,北京新光数字电影院线有限公司 ,民营,17500.5,3-5年,3人 ,大专,0,0,0,1,0,0,0,0,0
Android应用开发工程师,北京外号信息技术有限公司 ,其它,15000.0,1-3年,3人 ,本科,0,0,0,0,0,0,0,0,0
android工程师,北京乐学游文化发展有限公司 ,民营,17500.5,1-3年,1人 ,大专,1,0,0,0,1,0,0,0,0
Android开发工程师,万茂联合投资发展有限公司,民营,9000.5,1-3年,1人 ,本科,1,0,1,0,0,1,1,0,0
APP软件开发工程师,北京欣远诚业科技有限公司 ,民营,7000.5,1-3年,2人 ,本科,1,0,0,0,0,0,0,0,0
Android开发工程师,北京夜神数娱科技有限公司 ,民营,17500.5,3-5年,2人 ,本科,0,0,0,0,0,0,0,0,0
Android高级研发工程师,智源信和医疗供应链管理有限公司 ,民营,13500.0,1-3年,1人 ,大专,1,0,1,0,0,0,1,0,0
android开发实习生,阳光凯讯(北京)科技有限公司 ,民营,3000.5,无经验,5人 ,本科,1,0,1,0,0,0,0,1,0
高级android开发工程师,北京摩湃得科技有限公司 ,民营,20000.0,3-5年,1人 ,本科,1,0,0,0,1,0,0,0,1
android 软件开发工程师,北京理工华汇智能科技有限公司 ,民营,15000.0,1-3年,10人 ,本科,1,0,0,0,0,1,0,0,0
Android研发工程师,北京思迪环保科技服务有限公司 ,国企,12500.5,3-5年,1人 ,本科,1,0,0,1,0,0,0,0,0
安卓工程师,北京杰莘宏业网络科技有限公司 ,民营,11000.0,1-3年,1人 ,本科,1,0,0,1,0,1,1,0,0
